HASH_KEY,AGE_GROUP,INCOME_CATEGORY,HOUSEHOLD_OCCUPANCY,CHILDREN_AT_HOME,HOUSEHOLD_SIZE,NUMBER_OF_BEDROOMS,OCCUPATION,EMPLOYMENT_STATUS,HIGHEST_QUALIFICATION,HOME_OWNERSHIP,HOME_TYPE,HOME_VALUE,SOCIAL_GRADE,TARIFF_GROUP,ESTIMATED_CONSUMPTION_ELEC_DAY,ESTIMATED_CONSUMPTION_ELEC_NIGHT,ESTIMATED_CONSUMPTION_TOTAL
6d1ab9d031170c929f9fc172e706c1b24714af8b4c76d6c4747de0bda86f4858,45-54,"50,000-74,999",Couple Household,2+,3-4,4,Professional,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Fix Total Service,4241,0,4241
5b0b55886fbc531961809a14550f2813b5352e97b0c767f686cc1977107b1056,18-24,"30,000-39,999",Couple Household,1,5+,3,Service Sector,Employed,A Level Equivalent,Private Renting,Terraced House,100-150k,Social grade D,Standard,7244,0,7244
a06f9021646c479327e6349f531dc8a42b1a85bd342875d360e2157f36692148,55-64,"50,000-74,999",Multi-Occupancy Household,0,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,EDF Essentials,3446,0,3446
8cc6e4f035483882a41f85321018231ebe41d3f4cfce0907c823721a3e19599e,75+,"20,000-29,999",Single Adult Household,0,1,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,1810,0,1810
e33d5ed30f28f396424466973c29c3c3221a64d1a938cb2a201936012dbb5775,65-74,"30,000-39,999",Couple Household,0,2,4,Looking after home,Not Employed,A Level Equivalent,Private Renting,Detached House,250-500k,Social grade A,EDF Essentials,3289,0,3289
9982796271c00cb0cde7e35a9cdcb9d0afa59689e61e1a1517ef5324338dcba9,35-44,"100,000+",Couple Household,0,2,1,Professional,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,500k+,Social grade B,Deemed,4344,0,4344
11f1a7a2f4fd4dabbea1bbb584bdcbde49774c783280c600c8fce240bea0f995,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade C2,EDF Essentials,2806,0,2806
341c0b84aeb7cc48aaa17bde718ab03d61c8241c55110d44ae0c81d3e90adb35,75+,"10,000-19,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,1812,0,1812
d924620cffd5e82a9c2d36458dfe67786cca5d91b7b9f2debf24d190486bc93b,55-64,"0-9,999",Single Adult Household,0,1,2,Skilled Manual Worker,Employed,A Level Equivalent,Private Renting,Flat or Maisonette,100-150k,Unknown,EDF Essentials,2620,0,2620
67fe2a5536d27a95f0d338f3c3f18474ad372afa048d2945fb7521955bb0c8fd,18-24,"0-9,999",Couple Household,1,5+,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,100-150k,Social grade D,EDF Essentials,2456,0,2456
54ab270b13663467348ec841e3762c48194e005b902b2346eaa8fff4c348b246,65-74,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C1,EDF Essentials,1029,0,1029
f3172ef233183d14d803ad0cc63d26729ec81b54850a3264a809ce52e9b461bc,65-74,"20,000-29,999",Single Adult Household,0,1,2,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Terraced House,100-150k,Social grade C2,EDF Essentials,3203,0,3203
aa9f1cc916558de90431ac70938c3e7e7540128e65ceeabc1371c4764d044a6f,35-44,"50,000-74,999",Couple Household,1,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,150-250k,Social grade C1,Deemed,2581,0,2581
9d5c56ae35551c13a202f35516d3b69699c4e3af34f6c3ee29fe74cff8742571,55-64,"30,000-39,999",Couple Household,0,2,5+,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C2,Essentials Exclusive,6777,0,6777
7154de3647e382ef11985c17149a3246c267076b8405c8858ab19135aa4d000d,45-54,"40,000-49,999",Couple Household,2+,3-4,3,Skilled Manual Worker,Employed,GCSE Equivalent,Private Renting,Semi-Detached House,250-500k,Social grade C2,Standard,2103,0,2103
bf5bfc8c687993a6378435d4505f41884b75565dc0496258372d362119ed5012,25-34,"75,000-99,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Private Renting,Terraced House,500k+,Social grade C1,Deemed,1962,0,1962
0f4b38917cbc1affabe18c0dc2f92b7314b2584d6ce7ce8f27719ac66971789d,55-64,"75,000-99,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,1769,0,1769
46434d4d99fe053ca05042404efcbe02410fb48465b774122ccd9dd6302d0924,65-74,"10,000-19,999",Single Adult Household,0,1,1,Retired,Not Employed,Secondary Education or Less,Social Renting,Flat or Maisonette,150-250k,Unknown,EDF Essentials,919,0,919
3f19425855b105def05fe21f7efbf7e2f6cd55ea011285b4a5b9f07925a0dda1,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade C2,Standard,8228,0,8228
054b88a4807b59fb512c26c563b70b99c62c8624b6628d8cfd0e2443d8b5dbb5,65-74,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Flat or Maisonette,0-100k,Social grade C2,EDF Essentials,1026,0,1026
5163570c7c2f434e8ea81f4d89f59c71a977465aab77d9d16382ea3d09cfc6eb,45-54,"100,000+",Couple Household,2+,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,EDF Essentials,6545,0,6545
26413993e5ae8f8958e726278493c6bd047f906e18a831b61b4edacfd05e059a,55-64,"100,000+",Couple Household,0,2,4,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,3602,0,3602
fd9058c35f93c8d4a7568a5020b169ccb11fcacb0d1dd9d30f4a5d74e125eac6,65-74,"75,000-99,999",Couple Household,0,2,4,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,2729,0,2729
d58542c089324f0aa2d9e9b3ba1e5feecf439d58cbdfe044a0908eed523728a6,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade B,EDF Essentials,9856,0,9856
9dd9c1c0e164828e61d6eed970eabecb59e929048c1d00cbd252d9d34d97871f,45-54,"75,000-99,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,2419,0,2419
4f096f2a1712d0d2fb852dea8a9a518a0ebd373f4f98ed3573ce976b283987d4,25-34,"50,000-74,999",Couple Household,1,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Engage,2042,0,2042
5d186cbd79f1bbd389dab03fdf2c7005a1ab7c1dab9278f127c11d08775bec5d,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C2,Simply Online,3616,0,3616
9fb447f8ecc8cf5ddd8ae883a57ec895425af449809a5f410642ecc65ab11848,75+,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,2300,0,2300
8196e492d722d265ab1092f36c00510110f0e4b76a923d298a7a2b6686e23dbe,45-54,"100,000+",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Easy Online,4000,0,4000
992ecf4803201046b18872a3894e04ad0ac23d55d09f722e4b9e142613d437a5,65-74,"75,000-99,999",Couple Household,2+,3-4,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,4737,0,4737
0f0cc3f45f533aaf70c1119845b0537d2be4bb865d50634d033a11d9155d533e,35-44,"50,000-74,999",Single Adult Household,0,1,2,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,150-250k,Social grade C1,Standard,1697,0,1697
a4b78cf4c67c96488b508fa04e0c9c7759fa6b0e23230a3a7714ca3350e40408,45-54,"30,000-39,999",Couple Household,1,2,3,Skilled Manual Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C2,Safeguard Assist,2305,0,2305
96b9c748bee16b8730f5af5814c60fc0663e9663496420b6d9901e471ce5b9fa,35-44,"20,000-29,999",Single Adult Household,2+,3-4,2,Service Sector,Employed,GCSE Equivalent,Private Renting,Flat or Maisonette,100-150k,Social grade D,EDF Essentials,10563,0,10563
b1abe6218a47b648419ba3710b1e2d969eafc8eb5988a94b4d51f1c22f5f8732,45-54,"75,000-99,999",Couple Household,0,5+,5+,Professional,Employed,University Degree or Higher,Private Renting,Flat or Maisonette,250-500k,Social grade C1,Deemed,2361,0,2361
de8224004bd69312d1a55d30ec69ad94c36f217eb50525283974435643833f4b,45-54,"50,000-74,999",Couple Household,1,3-4,3,Professional,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C1,EDF Essentials,2670,0,2670
c855a9d686ad6d160ad7897bd02870b1f4d7843beffe411d2a7c8138e7bf67dc,45-54,"50,000-74,999",Couple Household,1,3-4,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,EDF Essentials,2881,0,2881
34fa3e34e66c5682a0fc64cea9719817958e4ad0770e70ba7f0dda07da8b1113,65-74,"20,000-29,999",Single Adult Household,0,1,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Flat or Maisonette,150-250k,Social grade C1,Fix Total Service,1631,0,1631
04ef482b455c0a46fd1d52a1a4cc8a11cb89424035d2f2fcd6eb6ba7ffa535ca,55-64,"75,000-99,999",Couple Household,1,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,EDF Essentials,3387,0,3387
934b3ad37f5061f47491ceeea16a9d243ae6104768516c5aa6f67f502d40d653,65-74,"10,000-19,999",Single Adult Household,0,1,1,Retired,Not Employed,Secondary Education or Less,Social Renting,Terraced House,0-100k,Unknown,Essentials Exclusive,1951,0,1951
bbf7ed642340edae67ae0460bcb261656c2fc94b44bae5d2cf3e89000267f982,25-34,"40,000-49,999",Couple Household,1,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,100-150k,Social grade C1,Standard,2142,0,2142
6024817dde9f507ca26d62fce0cf0352c10f6041a80261ae3ce06e72e51f506a,18-24,"75,000-99,999",Multi-Occupancy Household,0,3-4,3,Service Sector,Employed,University Degree or Higher,Private Renting,Terraced House,250-500k,Social grade C1,Fix Total Service,1645,0,1645
97f10885128a4675370f0a3309b3ed2828223a2efbbd24565d10e86f00ab707e,25-34,"30,000-39,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,150-250k,Social grade C2,EDF Essentials,813,0,813
19cc9c186ae46131e60eee2f838673b99fa40de3e01a03aeaf95bbbbfe1209b7,55-64,"75,000-99,999",Couple Household,0,2,4,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,EDF Essentials,3091,0,3091
8aca006f9fd58d190974c69dd6b30405506755b37a5fac6654ebab7c39887f6e,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,3314,0,3314
38b06e63f05bc681d2235d1b18c71a23236a3623d69c5aeba0f232b9589b2017,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,EDF Essentials,2462,0,2462
f12273ade7f0f4d4f5c68810790eecde7a0a979dba17c02242aa83acbd83286e,55-64,"75,000-99,999",Couple Household,2+,3-4,4,Skilled Manual Worker,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C2,Deemed,3415,0,3415
f57e624ceed2c0f7c111f4252df2b4c5d698a76ad50b926d641037522dab9b4b,55-64,"100,000+",Couple Household,1,3-4,2,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,EDF Essentials,1982,0,1982
b30669ae051b8e377c1d52bb1df77b65af90b9cce8cacf9fdaedd18e74826d8d,55-64,"30,000-39,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C2,Standard,2824,0,2824
3f6b8ab84be4002005e65d295766f9993ced97b9ddeb27adb686aad8b54f456d,55-64,"30,000-39,999",Couple Household,0,2,4,Office Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,2675,0,2675
3a50604bdf00544debe1510fe9ef1d601c91562e69304968d2de0080de56c057,55-64,"50,000-74,999",Couple Household,0,2,4,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,150-250k,Social grade B,Standard,2321,0,2321
76c74722026cbb0035c8533187ac2800dbe8e0224fd9f61fd258fc573d7200d5,35-44,"30,000-39,999",Couple Household,1,3-4,3,Service Sector,Employed,University Degree or Higher,Private Renting,Terraced House,250-500k,Social grade C1,Easy Online,2361,0,2361
8e4c374f53c4446d2db1c0876a1298f998d2682dd19514973d7ed448007cb284,65-74,"40,000-49,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade B,Standard,7678,0,7678
ec02946fb3761d2fe19a370f0495fc4c3b31008cad5d65b2c77c0f3a319c7e4e,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,2540,0,2540
cb504146b8c65547dbf482ddd775f79626c53d3ba3a3b26e333ee40c01fcb5b5,55-64,"50,000-74,999",Couple Household,0,2,4,Office Worker,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,4434,0,4434
54caa1b1642c42ca2818636256d4ea7b6b5c63462227fcfd5d19a98c823b4e7a,35-44,"40,000-49,999",Couple Household,0,2,3,Service Sector,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,2194,0,2194
b3020488a85b5f9b34f127942a6b10aa22d9ece352313ed4a35e7d42356fb074,55-64,"40,000-49,999",Couple Household,0,2,3,Looking after home,Not Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade C1,Standard,1276,0,1276
67696951a60112ae1909c3d131f27c3393d1e3dbb69161ecb9fdb7fea3541ba2,65-74,"100,000+",Couple Household,0,2,4,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,5671,0,5671
9ca26d38658c1406348f47fc87c2e60a51db0ae04382579c67fbb32b53fae957,55-64,"30,000-39,999",Couple Household,2+,3-4,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,Standard,2430,0,2430
9867ec8f26081f0e62e06eb44af93226987f40de3249f5273cdbb21cabe20371,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,250-500k,Social grade B,Standard,2323,0,2323
ba10527df93c086e48b045eee892bf01b57025daca655ba56d33f333de1d50b3,25-34,"40,000-49,999",Couple Household,0,2,2,Service Sector,Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,EDF Essentials,2601,0,2601
0d900847200123aeae905a6e29a478d25e5ef023d53fdbec6bf2ed6da77afe37,55-64,"20,000-29,999",Single Adult Household,1,2,2,Looking after home,Not Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,150-250k,Social grade D,Standard,3193,0,3193
9ea4224d8ddf4066bb747465503e3bbee3761ce63d7631df03d690c5a68291c0,55-64,"50,000-74,999",Couple Household,0,2,4,Director/Managerial,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Deemed,5647,0,5647
9a26ed009ec9a485b42b68b7075e1536c01436ceb2164bfa27e01ff7b486465a,65-74,"30,000-39,999",Single Adult Household,0,2,5+,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade C2,Deemed,2260,0,2260
89b3990c44c386b486356735611f79ae44293e63c095f96532ddfb5f0c650069,65-74,"75,000-99,999",Couple Household,2+,3-4,4,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,3746,0,3746
f2fd0ca2197a626c1a9e5338ec59308fd9d2572e979f1c1a61e452091604bcf8,45-54,"75,000-99,999",Couple Household,1,3-4,2,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,250-500k,Social grade D,Deemed,3123,0,3123
159d6928f6fc420271019c62cc4d8c92355ea730bf2bfc2548e7539d7ae8bf41,45-54,"20,000-29,999",Couple Household,Unknown,5+,3,Service Sector,Employed,GCSE Equivalent,Social Renting,Semi-Detached House,100-150k,Social grade D,Standard,3123,0,3123
b5c0ecc9d0e75b088336b88a3ee8ecf59ef1fd017fd4907ddf37ba4ecc5f226a,55-64,"20,000-29,999",Single Adult Household,0,1,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Terraced House,150-250k,Social grade D,Standard,552,0,552
e80439261d3921c3708168bac9b52c5db17924c4606fdb1108b98016a4f73f44,75+,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,EDF Essentials,3543,0,3543
a50f3e32cac52469c80204092524517acc559041ef909eb71721b2c8d44a95f4,55-64,"100,000+",Couple Household,0,2,4,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,2590,0,2590
f64d90d20652d4af0d00c9c76cf546e5bac73007a417440ff651c605042c7f8a,55-64,"100,000+",Couple Household,0,2,5+,Director/Managerial,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,9427,0,9427
753fe1459d98a8f06e69a9ad77ed9018bee37462feb0f4ba30ff2593718c6f79,35-44,"40,000-49,999",Couple Household,2+,3-4,2,Skilled Manual Worker,Employed,University Degree or Higher,Owner Occupied,Flat or Maisonette,150-250k,Social grade C1,Standard,3403,0,3403
f15bb525b527b0c6d43293c2767d6040d71dbfca6be4e2cf5ac51efd6cc5516d,55-64,"50,000-74,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Deemed,1033,0,1033
5c3bd5476efba73634281b53fd89a16dc72328187f9a075eef9c58de33ad4316,65-74,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,Secondary Education or Less,Social Renting,Terraced House,100-150k,Unknown,EDF Essentials,2934,0,2934
1ca380f530b5997b8114cd9244276385c596e44310188e9be58eed8956b288b8,45-54,"50,000-74,999",Couple Household,2+,3-4,3,Service Sector,Employed,A Level Equivalent,Owner Occupied,Terraced House,150-250k,Social grade C1,Standard,2705,0,2705
765b08867c5abf23010eba04dcf3694e041051f2d4c563b66cf0ce9f6682881f,35-44,"10,000-19,999",Couple Household,Unknown,5+,3,Service Sector,Employed,GCSE Equivalent,Social Renting,Terraced House,150-250k,Social grade D,Fix Total Service,3423,0,3423
2346bb155a34143745bd2a827f898fec7e49e7c1054743c1ed287294f0834917,55-64,"30,000-39,999",Couple Household,0,2,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Detached House,150-250k,Social grade C1,Easy Online,4358,0,4358
038dcb89b729d80f4b8308951234739418b5886fd79e2892a6055ddc141e59b8,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,Secondary Education or Less,Owner Occupied,Terraced House,0-100k,Social grade C2,EDF Essentials,3874,0,3874
a7e49fe3316e75c0f07845336aae4a2dc89b3576ae736d0dafd1e82d58805f54,18-24,"75,000-99,999",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Engage,4183,0,4183
f6fe47044cce652422567e14f4e1358c4baaf4d929c2fe1a667cad9a2df031e0,55-64,"40,000-49,999",Couple Household,0,2,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade B,Standard,3294,0,3294
be205c0df06bd4592a6adda907b13ab01ae9b777b2168f04ccf47774d9ee6551,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade B,Fix Total Service,2911,0,2911
05a6be03d9644fd6db6a108c1936e70ed878cb8af9f39f4011ddb97c52b22623,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Deemed,2621,0,2621
40f0ad90bfe9af640c81f9cb278c18c60df498f4f3eec26a97781bdc7332c3f2,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Goelectric,5558,0,5558
c9710fcfe96222fe1808faca27b3968d75332548d999cfcd0b280a4c4b60e9da,55-64,"50,000-74,999",Couple Household,0,2,4,Director/Managerial,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,2582,0,2582
023540cfb5d0e713791bd0f59fd0f7a99c6c83c24fe69d5dba9614ebeffe8ebf,65-74,"30,000-39,999",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,2515,0,2515
5d1d7ff49e990cfda819fb873212d98d5ce3701ac85f173a1438a1402baaa2bd,75+,"40,000-49,999",Single Adult Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,500k+,Social grade B,EDF Essentials,5100,0,5100
c4d79af8c2a17ac24cc30b18bc40988b1646dd792359c0c6e7a3d68752d17944,55-64,"50,000-74,999",Couple Household,Unknown,5+,4,Director/Managerial,Employed,A Level Equivalent,Owner Occupied,Detached House,250-500k,Social grade B,Standard,1814,0,1814
35df2f9583843221f5fad218a9082451c9e95555c3f6a67387a931dd2bf1f8ae,65-74,"100,000+",Couple Household,2+,3-4,5+,Student,Not Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade A,Standard,10298,0,10298
f752cb76442a6e9a29614dc3e7c9bef610b10cfe9f1ad17b2f0ef75c130a0f33,55-64,"75,000-99,999",Couple Household,0,2,2,Professional,Employed,University Degree or Higher,Private Renting,Terraced House,500k+,Social grade C1,Standard,1917,0,1917
e337381cb9d2205c96bd6a47c404bbda1898dc568a697228a9dfb06de1307df2,65-74,"20,000-29,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,EDF Essentials,3204,0,3204
8cba4b00ca8b668484e65c37b9e2393efda87e97aa94edf9d740eef95d5b4573,35-44,"30,000-39,999",Couple Household,2+,3-4,3,Service Sector,Employed,GCSE Equivalent,Social Renting,Terraced House,250-500k,Social grade C1,Deemed,1492,0,1492
3dfbf2a79d374475c9371a73f91f9327df69938895ca84d3ae4d27ee349b3545,35-44,"50,000-74,999",Couple Household,2+,3-4,3,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,250-500k,Social grade C1,Standard,3624,0,3624
41637994f8b8b154a7316306033af302c201113b120e8af84434585275de4fcc,75+,"10,000-19,999",Single Adult Household,0,1,2,Retired,Not Employed,A Level Equivalent,Social Renting,Flat or Maisonette,0-100k,Unknown,Essentials Exclusive,891,0,891
1b0061836ffb2643c85766756ad14d50602d80c1068ed366d2ffa711788e94d8,65-74,"100,000+",Couple Household,0,2,5+,Retired,Not Employed,University Degree or Higher,Owner Occupied,Semi-Detached House,500k+,Social grade B,Standard,2544,0,2544
1d00b4220b95d8c8f699cbcf41b4c0d968591de1ba148b67daab3b9632caecfe,65-74,"30,000-39,999",Couple Household,0,2,3,Retired,Not Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Easy Online,2959,0,2959
1ae1b4891b4d460d9806343c4869af335610dbf0d7483d36fd5c5520f2030180,75+,"100,000+",Couple Household,0,2,4,Retired,Not Employed,A Level Equivalent,Owner Occupied,Detached House,500k+,Social grade A,EDF Essentials,2303,0,2303
7165264fffb685c449d8d5deccd9c14eb2a5659bf8f734594315923f85763685,55-64,"50,000-74,999",Couple Household,0,2,3,Office Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,5225,0,5225
b7983c9ee50de4408faf06299c286d1ad809151d8e8cdabade4839c64452c0bc,55-64,"50,000-74,999",Couple Household,0,2,4,Service Sector,Employed,University Degree or Higher,Owner Occupied,Detached House,250-500k,Social grade C1,Standard,3904,0,3904
3405041d9c6c47cb5e5e7112a05ff22b3772dd71b979723cd117529ad502d7f2,45-54,"30,000-39,999",Couple Household,2+,3-4,3,Service Sector,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,100-150k,Social grade C2,Fix Total Service,4171,0,4171
67945158cf49d76fe960eec34ea38c278a01c0fb230fa2b2f43626e7e827c336,55-64,"75,000-99,999",Couple Household,Unknown,5+,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,Standard,8531,0,8531
c5fccc7a6ed822dd019000e82e3fc0ccef140d8c1f51accbab6266dbb71b6ae1,55-64,"20,000-29,999",Single Adult Household,0,1,3,Office Worker,Employed,GCSE Equivalent,Owner Occupied,Terraced House,100-150k,Social grade C1,Standard,708,0,708
04fef70b0ec49afb0cbcddbaaef57a679c2d4dcd754c5f22f0478c22148c0a85,55-64,"20,000-29,999",Couple Household,0,2,3,Looking after home,Not Employed,GCSE Equivalent,Owner Occupied,Detached House,250-500k,Social grade C1,Deemed,2903,0,2903
3d27c198d9e3f937a4ac5d52e5ece15b523e7cdc8e050fabc003a6b3a7debdd5,65-74,"100,000+",Couple Household,0,2,4,Retired,Not Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Fix Total Service,1674,0,1674
3a344121886575963b40438465e842be05fb23b6a7c6fe9c6dd45d3ee7d4a341,65-74,"20,000-29,999",Single Adult Household,0,2,3,Looking after home,Not Employed,A Level Equivalent,Owner Occupied,Terraced House,250-500k,Social grade C1,Fix Total Service,1823,0,1823
3e9b729de1f67b94b139fb62017ddaa7458138ed77772f5b4d5d468ea9bd10fc,55-64,"40,000-49,999",Couple Household,0,2,3,Skilled Manual Worker,Employed,A Level Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,2554,0,2554
a03a9d1edd4a7348cc632125528fbb2c0e722219354c838fc46e3a92dc045d0f,55-64,"100,000+",Couple Household,2+,3-4,4,Professional,Employed,University Degree or Higher,Owner Occupied,Detached House,500k+,Social grade B,Standard,4270,0,4270
fac422e172e6dfcb76bf6ad3534e0e5282975fd10577d205a785245b1041f8c7,35-44,"100,000+",Couple Household,2+,3-4,5+,Professional,Employed,University Degree or Higher,Owner Occupied,Terraced House,500k+,Social grade B,Fix Total Service,2013,0,2013
8615cbd8ebb35d1b0197c1807af33c7ae7468c907485b99c655087980bd5a7e1,55-64,"50,000-74,999",Couple Household,0,2,3,Professional,Employed,GCSE Equivalent,Owner Occupied,Semi-Detached House,250-500k,Social grade C1,Standard,2831,0,2831
